2:[-0.48416954777994725, 3.1802684905800267]
3:[-2.048888055385381, -2.5629721319549272]
2:[-1.5191209543384268, 3.5076898368730305]
3:[-2.1098960672706126, -2.537898889590067]
1:[0.961799582707275, 5.03692168983202]
2:[-1.2507645555060392, 3.1899256719305793]
3:[-2.032123309142846, -2.651068600163821]
0:[0.7762620236723492, 0.8794221222923673]
3:[-2.2989420705437515, -2.5468777355734034]
0:[0.8194503314208311, 0.8870480586739167]
1:[1.5169478894014992, 5.098692233593635]
2:[-1.2199941994995456, 3.024704206556952]
3:[-2.126993249083477, -2.741039196239055]
1:[1.1818850117387163, 5.311467616083258]
2:[-0.8898546366405992, 3.281669359702693]
3:[-2.176440684211753, -2.683507418310041]
0:[0.8120110105873583, 0.8486659191473573]
1:[1.3018735779672213, 5.476696307273069]
2:[-0.7894556355902457, 3.151680564706611]
0:[0.7589749842711423, 0.8827555659520594]
1:[1.4785519373097422, 4.957186768614352]
2:[-1.3785235965916516, 3.2527224725613237]
1:[1.163186968128025, 5.346401665923336]
2:[-1.0280063366178198, 3.1713719561968388]
1:[1.1501785441396981, 5.316818772624674]
3:[-2.180287842898108, -2.6200367623045873]
0:[0.8324945844320495, 0.8684466356041192]
1:[1.7471387493301214, 5.10183710548891]
2:[-1.8568305968579941, 3.273150629044164]
3:[-2.1662900761202306, -2.6449065172725783]
0:[0.8182428126585475, 0.8440422281221848]
1:[1.4518479222867844, 5.091328857729289]
2:[-0.706797340614262, 3.1151689104958162]
0:[0.7777904168379601, 0.8577114033492338]
2:[-1.085155119322266, 3.4160873008173787]
3:[-2.124187084051049, -2.7318156859816307]
0:[0.8092863632919955, 0.8599031783397388]
1:[1.2825654479080364, 5.5107272382046]
2:[-0.5910209074516217, 3.1812857460215067]
3:[-2.2304670574336556, -2.7935485659557213]
0:[0.7728714110172001, 0.8365608166499205]
1:[1.2121635322312905, 5.11897799725629]
2:[-1.5957379550496986, 3.4799642680197973]
0:[0.7889679065858884, 0.8811424301892382]
1:[0.9162601618589277, 5.352071269611728]
2:[-2.111588021317183, 3.145219072758211]
3:[-2.1155821039179976, -2.5638249254538326]
0:[0.8012353205703665, 0.8769848817376396]
1:[1.531852490452376, 5.182773058179053]
2:[-1.5237973539084737, 3.225055256624942]
3:[-2.0616750018250616, -2.6490326138171416]
1:[1.2410121899583306, 5.036175395244098]
2:[-1.3212081340746313, 3.4628444691704043]
3:[-2.100150227902535, -2.6617251804768842]
1:[1.4180474743461193, 5.152780355335492]
2:[-1.1704010370066549, 3.2465893921445357]
3:[-2.2004595598562053, -2.509750138520222]
0:[0.828870082397587, 0.8843512882097075]
3:[-2.092927467359025, -2.681381317918512]
0:[0.826432588289088, 0.8834870997121844]
3:[-1.9491556190197619, -2.8057322260283333]
1:[1.335062099659958, 5.085587827355747]
3:[-2.306460392177238, -2.557778306293931]
1:[1.1105117647628464, 5.036480535718637]
2:[-1.4926307983506457, 3.421620062210733]
3:[-2.249579406207638, -2.722163399901363]
0:[0.8208967767855269, 0.8889622343097959]
0:[0.7850607088921611, 0.9091806214455365]
1:[1.5989188066170945, 5.492197824150257]
2:[-0.9803700314366421, 3.1919151243590416]
3:[-2.115895505935031, -2.693806013787957]
2:[-1.7724805927505916, 3.2596694302928504]
0:[0.8160873428718817, 0.8823026905997785]
1:[1.3127359297654877, 5.018358791205461]
2:[-2.4394754666650864, 3.170774378751186]
3:[-2.3384146586546555, -2.6981898329016216]
0:[0.770273904115375, 0.8333206180558923]
2:[-0.7130598409249348, 3.3602771944594667]
3:[-2.276766021500042, -2.62769630855484]
0:[0.8081498340585578, 0.8470483841926612]
1:[1.2853684925747704, 5.092596502632993]
2:[-1.2195177212947326, 3.1168922786950475]
3:[-2.1540571455435353, -2.7012411801187524]
0:[0.7612382179215169, 0.8848830626263521]
1:[1.0069570546925335, 5.422310981983625]
3:[-2.135575551366126, -2.468379277530371]
0:[0.7780015908834909, 0.877079638456292]
2:[-0.953462849153575, 3.3305334542510354]
3:[-1.7995435526689842, -2.642261934528061]
0:[0.8086374480483979, 0.8742812195398325]
1:[1.1724440595612622, 5.02330699551963]
2:[-0.6374013823885277, 3.3343458074446026]
3:[-2.0615577536573686, -2.4202273708081976]
0:[0.7973067718579023, 0.88523873031345]
1:[1.427647660816108, 5.359215209388245]
3:[-2.1143907128823947, -2.7769673917721804]
0:[0.7883382066568839, 0.8548524161248479]
2:[-1.0398812585444035, 3.240283136587151]
3:[-2.1299364955676494, -2.571371753128559]
0:[0.8036267309701378, 0.8518525313788754]
1:[1.3875625341075484, 5.204057697619029]
2:[-1.7773931898922049, 3.0583745862297826]
3:[-2.2089236362283806, -2.7596159056168053]
0:[0.8006296232637748, 0.8547938346058515]
1:[1.1956639039856116, 5.2066825884462915]
2:[-1.6167375922848324, 3.494105687199636]
3:[-1.9711075484610263, -2.630801415651821]
0:[0.7717974524730201, 0.8679574166572855]
1:[1.1615671074634928, 5.269266052406772]
2:[-1.2499128175873344, 3.0898659897008924]
0:[0.7827615889028616, 0.8741420664352205]
1:[1.2028313901094052, 5.247958162388515]
3:[-2.218439751087154, -2.5432535755274914]
0:[0.7972848140541471, 0.9096466258372107]
1:[1.0852378701417198, 5.397143455559506]
2:[-1.273522632261331, 3.255755696316142]
1:[0.8559016620755104, 5.297077382343927]
2:[-1.15356666283905, 3.1934060034453995]
1:[1.3947485554310228, 5.165706417347306]
3:[-2.0606641364875213, -2.789022979584621]
1:[1.0410968624424495, 5.311601485765586]
2:[-1.730346330627916, 3.159308502455043]
3:[-1.9666664111257437, -2.6452637979027425]
0:[0.8021330349131612, 0.8749790107865031]
1:[1.5325203780112426, 5.294819237096389]
2:[-1.6384421225616912, 3.057019442410234]
3:[-2.2104027644343955, -2.70384868506271]
0:[0.7749048037170431, 0.8821738993918017]
1:[1.5867796928556568, 4.94545986765208]
2:[-1.2269978742212533, 3.0593536653243305]
3:[-2.1538102496996268, -2.6261163633852713]
0:[0.7973247007983094, 0.86085101095406]
1:[1.0332893341153917, 5.265617802296309]
2:[-0.6509663269159266, 3.3519388272932504]
2:[-1.0789568836888717, 3.346496935297677]
3:[-2.1983163284818836, -2.630526274694715]
0:[0.7618499643679055, 0.8431742356960273]
1:[1.5176429499649058, 5.223338571433881]
2:[-1.0334867294871692, 3.326562430176788]
0:[0.8193186278687293, 0.8639296899177519]
3:[-2.2298255720045304, -2.765009719976485]
1:[1.3972490251873477, 5.342139612798074]
2:[-1.3166294658653244, 3.1484648389578416]
3:[-2.108298822208293, -2.7284572007847308]
0:[0.8522315321883638, 0.8798730579719085]
1:[1.548269537545097, 4.774256040199093]
2:[-1.9491273426966587, 3.3008135887741923]
1:[1.4590048746672273, 5.272177911388148]
2:[-1.030790833961431, 3.306122347606006]
0:[0.801697069787948, 0.8668918456728985]
1:[1.5124967535744613, 5.103880848765863]
3:[-2.100278193125065, -2.6900569177492573]
0:[0.7925046230431125, 0.8757402135560379]
1:[1.4807763797670315, 5.479380003986353]
2:[-1.200287575338391, 3.277459239997187]
3:[-2.1253092345688147, -2.510394725424396]
2:[-1.3030770161500427, 3.349872005127918]
3:[-1.925074948273059, -2.6769236585579614]
0:[0.7558319715325981, 0.875231607158447]
1:[1.446134748956496, 5.082227597889023]
0:[0.8197523370765639, 0.918724480053463]
1:[1.6332027799924596, 5.068536513984002]
3:[-2.0470064149409297, -2.6831325743124443]
0:[0.7855258841520276, 0.8515102915651501]
1:[1.1216978134434925, 5.680891555760141]
1:[1.5167985257249021, 5.0516682124011885]
2:[-1.3641219958454807, 3.2640576725923753]
2:[-1.2139701076922131, 3.18469164546511]
0:[0.7778998930315111, 0.8680546491819408]
1:[1.3912359106762617, 5.241763244016094]
3:[-2.100679847726942, -2.7298849393908524]
0:[0.7881883813766921, 0.8947826759418757]
1:[1.2695104623608584, 5.189125968825948]
2:[-0.16059230605251384, 3.381648032856739]
3:[-2.248587244792487, -2.579307765490552]
0:[0.7837183560624374, 0.8527184825577004]
2:[-1.4052638972707858, 3.4152013699465606]
3:[-2.2847439321462444, -2.671384207216278]
3:[-2.1788621646432733, -2.5004090784249176]
2:[-1.8743657570946044, 3.282452252713863]
3:[-2.163373166934849, -2.7818008675098396]
0:[0.8218193590462023, 0.8412235385964906]
2:[-1.4849039393133503, 3.3881711361498628]
3:[-2.2814286786020066, -2.637486853275313]
0:[0.7972622558502707, 0.893705446671677]
1:[0.8710523442776986, 5.087035389690687]
2:[-1.3061163490801102, 3.36265996584185]
3:[-2.0965582222107537, -2.6803411322454043]
0:[0.7912371120310986, 0.9168319180381329]
2:[-1.3107074137088124, 3.248476994420083]
3:[-1.9865023022402644, -2.554212217204218]
1:[1.4573024349658394, 5.22313081562133]
2:[-1.520509085649175, 3.237911269235253]
0:[0.7908587451475999, 0.8600292055222389]
1:[1.240830742005476, 5.0206256195292465]
2:[-1.7182894695806403, 3.2749910163492126]
3:[-2.2949163462875974, -2.7340957476947665]
0:[0.8470994264605237, 0.8553298601521943]
2:[-1.4719419109125687, 3.2265501091355246]
3:[-2.1664866140354313, -2.7248463636853435]
0:[0.8165174190336677, 0.85358234121094]
2:[-1.85398461783068, 3.1966202449416223]
0:[0.8156785543666643, 0.9106404868902529]
1:[1.3991626038864295, 5.0738425087244785]
2:[-1.4531972077139064, 3.2531453861930855]
3:[-2.162508195085394, -2.8294965477927754]
0:[0.8112984774973724, 0.8683254726452019]
3:[-2.034567887481611, -2.7242305642786335]
0:[0.8309714755814552, 0.8932906136554142]
1:[1.20786948855092, 5.2136610053681505]
2:[-1.6361358765142973, 3.450771044775018]
0:[0.8140897262066176, 0.90038471520222]
1:[1.2488074458478424, 5.079678497200079]
2:[-1.6865535394243862, 3.146100621296763]
0:[0.776908320400061, 0.8491205566383548]
1:[1.2354317697921902, 5.13233151131524]
2:[-1.6731015360851975, 3.3639699289129887]
3:[-2.158983911856567, -2.579346890449122]
0:[0.7724396472194922, 0.8361125701802283]
3:[-2.048365827827602, -2.672782242887119]
1:[1.227005011759099, 5.183740348966687]
0:[0.7436067120048283, 0.8430761465631291]
2:[-1.3826304399520508, 3.163701795124682]
3:[-2.2532049162468764, -2.7123985793408436]
0:[0.8228186062330466, 0.9010349129920967]
1:[1.341864815252991, 5.119808473857175]
3:[-2.205686674929838, -2.636143991104937]
1:[1.1863903040033237, 5.145007957050988]
3:[-2.3434198801731543, -2.836727430139252]
0:[0.7862017833917642, 0.862671436822619]
1:[1.3404655583055691, 5.212092738350533]
2:[-1.0775579223038738, 3.3407116478140075]
3:[-2.2848940278276766, -2.8351580934393548]
0:[0.7774415192178928, 0.8732924117030496]
3:[-2.034485787155534, -2.627341959410981]
0:[0.8024755945106115, 0.8749058151938838]
1:[1.2806439402997158, 5.103593200537506]
2:[-1.5827205120886432, 3.3592414755781963]
0:[0.7638381033080905, 0.8802979324174268]
1:[1.3090522645550025, 5.088668194630443]
3:[-2.0803355357018645, -2.750209415619098]
1:[1.502581679125131, 5.080056944951043]
3:[-2.0454296822726845, -2.6288388660705695]
0:[0.8198600205617153, 0.8554330497472659]
2:[-1.1533788258360402, 3.1379685025733135]
3:[-2.106976558818482, -2.5045152349176023]
0:[0.8070350772189757, 0.8690279644528839]
1:[1.7201172654161194, 5.335900607626497]
2:[-1.348778999882578, 3.3594164230028367]
3:[-2.118650483791429, -2.6601276347782563]
3:[-2.0964863907675833, -2.6762772326121476]
0:[0.8511936663034071, 0.8864339584935169]
1:[1.0259040012798701, 5.098895633083759]
2:[-1.5676802510140702, 3.1895926110476442]
3:[-2.244775115901555, -2.5798053112262895]
0:[0.7969145198660575, 0.905183808876874]
2:[-0.6554635818869744, 3.40663336471427]
1:[1.5072431339237704, 5.198807862317499]
2:[-1.4396305680587984, 3.132657853781602]
0:[0.7944247324654102, 0.9146829932851188]
1:[1.23787224009279, 5.297412801768353]
2:[-1.1781685795222603, 3.084094658597822]
3:[-2.107090509809426, -2.552877640863216]
0:[0.8273137737811458, 0.8950815979162885]
3:[-2.285600601472318, -2.7166519479224167]
0:[0.8118960600808406, 0.8832857404722401]
1:[1.4601735816071484, 5.288793447128097]
0:[0.7779935579105973, 0.8661814375016217]
1:[1.6202203023606137, 5.207076885509812]
2:[-0.7715490263785568, 3.018941770144562]
3:[-2.1865446074124897, -2.702702240414924]
0:[0.8309798884398211, 0.8574289445305117]
1:[1.5502752859142175, 5.172027258632379]
2:[-1.7303457420375439, 3.275442639393822]
1:[1.139608607702985, 5.117675838204998]
2:[-1.3783146836061748, 3.2165243786043494]
3:[-2.0522017594777595, -2.638123271542874]
0:[0.7808143979630165, 0.8691885795110629]
1:[1.142197101102291, 5.2649249308269015]
2:[-1.0816127425582895, 3.3502378886264244]
3:[-2.1196982832902482, -2.7345528753039576]
0:[0.7778922994120318, 0.8693658948912749]
1:[1.479539207501161, 5.137801516395459]
2:[-0.8972716812572941, 3.26077147749618]
3:[-1.9356283227178768, -2.5880784351709627]
0:[0.8123403137998767, 0.9024147104413961]
3:[-2.1476208163882182, -2.7313815003572235]
0:[0.7619513075457328, 0.9083703784842216]
2:[-1.6595219047101764, 3.1819327847600607]
3:[-2.081420848453253, -2.5865880171430327]
0:[0.7941613116276443, 0.8580421361210343]
1:[1.2683856120110664, 5.098285095327014]
1:[1.379946392564623, 5.031136867290117]
2:[-1.1881768308613214, 3.1916914515210864]
3:[-2.2162215069242217, -2.653999664867689]
0:[0.7846260356387226, 0.9108740850728805]
2:[-1.948914845798155, 3.399556348231234]
1:[0.8324899678429358, 5.108980990821551]
2:[-0.696797552428515, 3.277140998863761]
3:[-2.3143378567356714, -2.72657510620182]
1:[1.544655195260885, 5.142725530095289]
2:[-0.9576992900511989, 3.2860636832517978]
3:[-2.2108541450330885, -2.701912342154614]
0:[0.8177925042395819, 0.8337772432238315]
1:[1.6344035181300725, 5.120328127249065]
2:[-1.2931932527251426, 3.213926941516045]
0:[0.7540602946488602, 0.8581680689975097]
1:[1.3281119785372635, 5.166148653611739]
2:[-1.1255107733284382, 3.2846150772901566]
3:[-2.118966303250128, -2.593595893264223]
2:[-1.8559686091322738, 3.350483230127472]
3:[-2.0219471338966706, -2.6556350985733115]
0:[0.8154445894313775, 0.8259007872581529]
2:[-1.4811850525887578, 3.374856639452259]
0:[0.7469904711945144, 0.8537750873441315]
1:[1.5808933061987112, 4.975084334655116]
3:[-2.040393581330469, -2.589436833892687]
1:[1.468870905544308, 5.305979847986344]
3:[-2.395133218666287, -2.6280074296501903]
1:[1.2919040852258648, 5.059434257947414]
2:[-0.9375451840851068, 3.2622338308159935]
3:[-2.009662056723435, -2.7579005137976793]
0:[0.7954967808283381, 0.8531045384455946]
1:[1.2269292496344382, 5.162505835028524]
3:[-2.1365788012012343, -2.6715063863251545]
0:[0.8214364044841599, 0.8802616456766966]
1:[1.5824967292550043, 5.195461320091828]
3:[-2.0328225252282346, -2.731217830544715]
0:[0.7537345596948136, 0.9171211427794657]
1:[1.235765236231622, 5.117780353603302]
2:[-1.2448402615506065, 3.3729132250561507]
0:[0.8509056104338787, 0.8632087975681462]
1:[1.688223397015415, 5.24835804679395]
2:[-0.8390561222539847, 3.5439642389346817]
0:[0.7785846107006971, 0.8722329197747106]
1:[1.298636195142843, 5.318474291371727]
3:[-2.0740089889948417, -2.6257798931014062]
0:[0.7773438545124869, 0.8855957546068665]
1:[1.3342248233838283, 5.23872594203888]
2:[-0.8678790704558539, 3.286168067784135]
0:[0.7746741043540463, 0.868393799743897]
1:[1.5332317907946644, 5.24885449175643]
2:[-1.3593342711869776, 3.1805421718027445]
1:[1.6266016606670137, 5.567574742272058]
3:[-2.3159874612199145, -2.4286905229349163]
0:[0.7686746185738329, 0.8435962523802708]
1:[1.6151537268326854, 5.218448601389747]
2:[-1.3502132561459925, 3.2996612181579867]
3:[-2.329130400148329, -2.58311575652674]
0:[0.7897945721388824, 0.8836485324407697]
0:[0.7863959134303758, 0.9147454108831865]
0:[0.8027458836025494, 0.8744979249472064]
1:[1.7579661547227339, 5.455305310138438]
2:[-1.3818038879028145, 3.2567452792880314]
3:[-2.0630461332551615, -2.725373350293271]
1:[1.8123494210296953, 5.2394218890259046]
2:[-1.4831015946095623, 3.2085110711593368]
3:[-2.0700325161852047, -2.6462560772647]
